2013,0001,0
2013,0002,3
2013,0003,5
2013,0004,2
2013,0005,3
2013,0006,6
2013,0007,1
2013,0008,3
2013,0009,1
2013,0010,4
2013,0011,3
2013,0012,1
2013,0013,3
2013,0014,0
2013,0015,3
2013,0016,4
2013,0017,0
2013,0018,3
2013,0019,4
2013,0020,7
2013,0021,4
2013,0022,0
2013,0023,0
2013,0024,4
2013,0025,5
2013,0026,0
2013,0027,0
2013,0028,1
2013,0029,3
2013,0030,2
2013,0031,1
2013,0032,2
2013,0033,2
2013,0034,1
2013,0035,3
2013,0036,0
2013,0037,0
2013,0038,2
2013,0039,1
2013,0040,5
2013,0041,1
2013,0042,0
2013,0043,0
2013,0044,0
2013,0045,3
2013,0046,2
2013,0047,1
2013,0048,3
2013,0049,4
2013,0050,1
2013,0051,3
2013,0052,3
2013,0053,1
2013,0054,0
2013,0055,0
2013,0056,3
2013,0057,0
2013,0058,2
2013,0059,0
2013,0060,5
2013,0061,0
2013,0062,2
2013,0063,2
2013,0064,2
2013,0065,7
2013,0066,1
2013,0067,1
2013,0068,2
2013,0069,1
2013,0070,0
2013,0071,0
2013,0072,2
2013,0073,1
2013,0074,0
2013,0075,2
2013,0076,2
2013,0077,0
2013,0078,5
2013,0079,1
2013,0080,6
2013,0081,1
2013,0082,4
2013,0083,3
2013,0084,3
2013,0085,1
2013,0086,2
2013,0087,2
2013,0088,3
2013,0089,1
2013,0090,0
2013,0091,1
2013,0092,0
2013,0093,3
2013,0094,5
2013,0095,0
2013,0096,0
2013,0097,0
2013,0098,1
2013,0099,0
2013,0100,5
2013,0101,1
2013,0102,7
2013,0103,1
2013,0104,3
2013,0105,5
2013,0106,1
2013,0107,1
2013,0108,1
2013,0109,0
2013,0110,3
2013,0111,0
2013,0112,3
2013,0113,5
2013,0114,5
2013,0115,0
2013,0116,1
2013,0117,4
2013,0118,1
2013,0119,2
2013,0120,3
2013,0121,2
2013,0122,3
2013,0123,3
2013,0124,3
2013,0125,3
2013,0126,3
2013,0127,0
2013,0128,3
2013,0129,2
2013,0130,2
2013,0131,1
2013,0132,0
2013,0133,2
2013,0134,3
2013,0135,2
2013,0136,1
2013,0137,2
2013,0138,1
2013,0139,4
2013,0140,1
2013,0141,8
2013,0142,3
2013,0143,3
2013,0144,0
2013,0145,2
2013,0146,1
2013,0147,2
2013,0148,1
2013,0149,2
2013,0150,2
2013,0151,2
2013,0152,3
2013,0153,4
2013,0154,0
2013,0155,3
2013,0156,3
2013,0157,5
2013,0158,4
2013,0159,0
2013,0160,1
2013,0161,0
2013,0162,4
2013,0163,0
2013,0164,0
2013,0165,4
2013,0166,0
2013,0167,4
2013,0168,4
2013,0169,3
2013,0170,1
2013,0171,2
2013,0172,4
2013,0173,1
2013,0174,4
2013,0175,0
2013,0176,3
2013,0177,2
2013,0178,4
2013,0179,3
2013,0180,1
2013,0181,0
2013,0182,0
2013,0183,0
2013,0184,0
2013,0185,3
2013,0186,2
2013,0187,4
2013,0188,1
2013,0189,3
2013,0190,2
2014,0191,0
2014,0192,0
2014,0193,1
2014,0194,0
2014,0195,0
2014,0196,0
2014,0197,0
2014,0198,0
2014,0199,0
2014,0200,0
2014,0201,0
2014,0202,0
2014,0203,0
2014,0204,0
2014,0205,0
2014,0206,0
2014,0207,0
2014,0208,0
2014,0209,0
2014,0210,0
2014,0211,0
2014,0212,0
2014,0213,0
2014,0214,0
2014,0215,0
2014,0216,0
2014,0217,0
2014,0218,0
2014,0219,0
2014,0220,0
2014,0221,0
2014,0222,0
2014,0223,0
2014,0224,0
2014,0225,3
2014,0226,3
2014,0227,2
2014,0228,3
2014,0229,0
2014,0230,0
2014,0231,2
2014,0232,5
2014,0233,2
2014,0234,5
2014,0235,0
2014,0236,0
2014,0237,1
2014,0238,0
2014,0239,3
2014,0240,4
2014,0241,3
2014,0242,3
2014,0243,4
2014,0244,2
2014,0245,0
2014,0246,4
2014,0247,4
2014,0248,2
2014,0249,3
2014,0250,2
2014,0251,4
2014,0252,2
2014,0253,3
2014,0254,2
2014,0255,2
2014,0256,0
2014,0257,2
2014,0258,0
2014,0259,4
2014,0260,1
2014,0261,1
2014,0262,0
2014,0263,1
2014,0264,0
2014,0265,1
2014,0266,6
2014,0267,0
2014,0268,0
2014,0269,2
2014,0270,0
2014,0271,4
2014,0272,1
2014,0273,2
2014,0274,1
2014,0275,4
2014,0276,1
2014,0277,2
2014,0278,2
2014,0279,3
2014,0280,6
2014,0281,0
2014,0282,3
2014,0283,1
2014,0284,3
2014,0285,0
2014,0286,3
2014,0287,0
2014,0288,4
2014,0289,1
2014,0290,0
2014,0291,2
2014,0292,2
2014,0293,5
2014,0294,7
2014,0295,0
2014,0296,4
2014,0297,3
2014,0298,3
2014,0299,2
2014,0300,0
2014,0301,0
2014,0302,2
2014,0303,4
2014,0304,2
2014,0305,1
2014,0306,1
2014,0307,3
2014,0308,0
2014,0309,0
2014,0310,7
2014,0311,3
2014,0312,1
2014,0313,0
2014,0314,1
2014,0315,1
2014,0316,5
2014,0317,6
2014,0318,3
2014,0319,0
2014,0320,0
2014,0321,3
2014,0322,0
2014,0323,5
2014,0324,0
2014,0325,2
2014,0326,0
2014,0327,1
2014,0328,0
2014,0329,0
2014,0330,5
2014,0331,6
2014,0332,0
2014,0333,2
2014,0334,2
2014,0335,2
2014,0336,0
2014,0337,3
2014,0338,4
2014,0339,0
2014,0340,4
2014,0341,1
2014,0342,2
2014,0343,4
2014,0344,6
2014,0345,5
2014,0346,1
2014,0347,0
2014,0348,3
2014,0349,5
2014,0350,0
2014,0351,1
2014,0352,2
2014,0353,0
2014,0354,0
2014,0355,3
2014,0356,5
2014,0357,7
2014,0358,1
2014,0359,6
2014,0360,4
2014,0361,1
2014,0362,2
2014,0363,1
2014,0364,1
2014,0365,2
2014,0366,3
2014,0367,0
2014,0368,4
2014,0369,2
2014,0370,1
2014,0371,5
2014,0372,0
2014,0373,0
2014,0374,0
2014,0375,4
2014,0376,2
2014,0377,2
2014,0378,2
2014,0379,4
2014,0380,3
2014,0381,0
2014,0382,0
2014,0383,2
2014,0384,0
2014,0385,4
2014,0386,1
2014,0387,0
2014,0388,2
2015,0389,0
2015,0390,0
2015,0391,2
2015,0392,2
2015,0393,2
2015,0394,2
2015,0395,0
2015,0396,2
2015,0397,1
2015,0398,5
2015,0399,1
2015,0400,0
2015,0401,4
2015,0402,3
2015,0403,5
2015,0404,0
2015,0405,1
2015,0406,2
2015,0407,2
2015,0408,0
2015,0409,0
2015,0410,2
2015,0411,1
2015,0412,2
2015,0413,3
2015,0414,1
2015,0415,4
2015,0416,1
2015,0417,3
2015,0418,4
2015,0419,1
2015,0420,1
2015,0421,6
2015,0422,1
2015,0423,3
2015,0424,0
2015,0425,1
2015,0426,4
2015,0427,4
2015,0428,2
2015,0429,0
2015,0430,0
2015,0431,0
2015,0432,0
2015,0433,1
2015,0434,2
2015,0435,4
2015,0436,3
2015,0437,0
2015,0438,3
2015,0439,3
2015,0440,0
2015,0441,3
2015,0442,2
2015,0443,0
2015,0444,0
2015,0445,4
2015,0446,0
2015,0447,0
2015,0448,1
2015,0449,1
2015,0450,0
2015,0451,3
2015,0452,5
2015,0453,0
2015,0454,1
2015,0455,0
2015,0456,1
2015,0457,2
2015,0458,1
2015,0459,3
2015,0460,0
2015,0461,0
2015,0462,2
2015,0463,2
2015,0464,6
2015,0465,1
2015,0466,1
2015,0467,2
2015,0468,0
2015,0469,5
2015,0470,4
2015,0471,2
2015,0472,3
