2013,00001,0
2013,00002,0
2013,00003,1
2013,00004,0
2013,00005,0
2013,00006,3
2013,00007,0
2013,00008,1
2013,00009,1
2013,00010,4
2013,00011,0
2013,00012,0
2013,00013,2
2013,00014,0
2013,00015,0
2013,00016,0
2013,00017,0
2013,00018,0
2013,00019,0
2013,00020,1
2013,00021,0
2013,00022,5
2013,00023,2
2013,00024,0
2013,00025,0
2013,00026,1
2013,00027,0
2013,00028,1
2013,00029,0
2013,00030,2
2013,00031,4
2013,00032,2
2013,00033,0
2013,00034,0
2013,00035,0
2013,00036,1
2013,00037,0
2013,00038,0
2013,00039,0
2013,00040,0
2013,00041,0
2013,00042,0
2013,00043,7
2013,00044,2
2013,00045,0
2013,00046,0
2013,00047,0
2013,00048,0
2013,00049,0
2013,00050,0
2013,00051,0
2013,00052,0
2013,00053,1
2013,00054,0
2013,00055,0
2013,00056,2
2013,00057,3
2013,00058,5
2013,00059,0
2013,00060,0
2013,00061,3
2013,00062,0
2013,00063,0
2013,00064,0
2013,00065,0
2013,00066,0
2013,00067,2
2013,00068,2
2013,00069,6
2013,00070,4
2013,00071,3
2013,00072,0
2013,00073,0
2013,00074,1
2013,00075,0
2013,00076,3
2013,00077,0
2013,00078,1
2013,00079,2
2013,00080,2
2013,00081,0
2013,00082,0
2013,00083,0
2013,00084,0
2013,00085,0
2013,00086,1
2013,00087,5
2013,00088,2
2013,00089,0
2013,00090,0
2013,00091,5
2013,00092,4
2013,00093,0
2013,00094,0
2013,00095,3
2013,00096,4
2013,00097,8
2013,00098,1
2013,00099,1
2013,00100,5
2013,00101,2
2013,00102,2
2013,00103,0
2013,00104,3
2013,00105,2
2013,00106,3
2013,00107,1
2013,00108,5
2013,00109,2
2013,00110,4
2013,00111,1
2013,00112,0
2013,00113,3
2013,00114,4
2013,00115,4
2013,00116,0
2013,00117,0
2013,00118,2
2013,00119,0
2013,00120,1
2013,00121,1
2013,00122,4
2013,00123,0
2013,00124,4
2013,00125,3
2013,00126,0
2013,00127,1
2013,00128,1
2013,00129,0
2013,00130,0
2013,00131,2
2013,00132,0
2013,00133,3
2013,00134,2
2013,00135,2
2013,00136,2
2013,00137,1
2013,00138,0
2013,00139,1
2013,00140,3
2013,00141,0
2013,00142,3
2013,00143,1
2013,00144,1
2013,00145,3
2013,00146,1
2013,00147,1
2013,00148,2
2013,00149,6
2013,00150,3
2013,00151,2
2013,00152,2
2013,00153,4
2013,00154,3
2013,00155,2
2013,00156,3
2013,00157,4
2013,00158,1
2013,00159,0
2013,00160,2
2013,00161,3
2013,00162,2
2013,00163,0
2013,00164,0
2013,00165,5
2013,00166,4
2013,00167,1
2013,00168,3
2013,00169,0
2013,00170,3
2013,00171,2
2013,00172,2
2014,00173,0
2014,00174,0
2014,00175,0
2014,00176,0
2014,00177,0
2014,00178,0
2014,00179,0
2014,00180,0
2014,00181,0
2014,00182,0
2014,00183,0
2014,00184,0
2014,00185,0
2014,00186,0
2014,00187,0
2014,00188,0
2014,00189,0
2014,00190,0
2014,00191,0
2014,00192,0
2014,00193,0
2014,00194,0
2014,00195,0
2014,00196,0
2014,00197,0
2014,00198,0
2014,00199,0
2014,00200,0
2014,00201,0
2014,00202,0
2014,00203,0
2014,00204,0
2014,00205,0
2014,00206,0
2014,00207,0
2014,00208,0
2014,00209,0
2014,00210,0
2014,00211,0
2014,00212,0
2014,00213,0
2014,00214,0
2014,00215,0
2014,00216,0
2014,00217,0
2014,00218,0
2014,00219,0
2014,00220,0
2014,00221,0
2014,00222,0
2014,00223,0
2014,00224,0
2014,00225,0
2014,00226,0
2014,00227,0
2014,00228,0
2014,00229,0
2014,00230,0
2014,00231,0
2014,00232,0
2014,00233,0
2014,00234,0
2014,00235,0
2014,00236,0
2014,00237,0
2014,00238,0
2014,00239,0
2014,00240,0
2014,00241,0
2014,00242,0
2014,00243,0
2014,00244,0
2014,00245,0
2014,00246,0
2014,00247,0
2014,00248,0
2014,00249,0
2014,00250,0
2014,00251,0
2014,00252,0
2014,00253,0
2014,00254,0
2014,00255,0
2014,00256,0
2014,00257,0
2014,00258,0
2014,00259,0
2014,00260,0
2014,00261,0
2014,00262,0
2014,00263,0
2014,00264,0
2014,00265,0
2014,00266,0
2014,00267,0
2014,00268,0
2014,00269,0
2014,00270,0
2014,00271,0
2014,00272,0
2014,00273,0
2014,00274,0
2014,00275,0
2014,00276,0
2014,00277,0
2014,00278,0
2014,00279,0
